altitude,date_time,device_info_serial,direction,latitude,longitude,speed_2d
124,2013-08-16 10:42:49+00,851,122.091526175739,49.3856291,2.2405199,4.00312378024962
524,2013-08-16 10:57:45+00,851,21.8315320879686,49.3998495,2.2383033,16.0594894065783
16,2013-08-16 11:12:44+00,851,36.3155111695956,49.440865,2.2863234,1.96002551003807
13,2013-08-16 11:27:38+00,851,-62.6062417365925,49.4412256,2.2859867,8.71534853003596
50,2013-08-16 11:42:33+00,851,-89.1242516118657,49.482772,2.3084063,0.29732137494637
95,2013-08-16 11:57:29+00,851,-47.3011162677476,49.4797003,2.3094635,2.21054291973714
133,2013-08-16 12:12:56+00,851,178.476173761543,49.4796529,2.3089355,0.02
131,2013-08-16 12:27:51+00,851,53.8211622195051,49.4796403,2.3089116,0.291547594742265
188,2013-08-16 12:42:49+00,851,178.07873693746,49.4834638,2.3085098,7.62689976333766
461,2013-08-16 12:57:50+00,851,-54.0289107902744,49.5020672,2.301055,11.5747181391168
73,2013-08-16 13:12:46+00,851,-42.8867207390879,49.5414288,2.2709761,12.3510202007769
105,2013-08-16 13:27:35+00,851,127.199332994623,49.541252,2.2698748,0.811541742610939
113,2013-08-16 13:42:33+00,851,-128.503938140079,49.540978,2.2695435,1.87523331881662
149,2013-08-16 13:57:28+00,851,-110.048234909002,49.5407656,2.2694599,0.296816441593117
164,2013-08-16 14:12:56+00,851,-177.63598688848,49.5414826,2.2711917,0.13
156,2013-08-16 14:28:25+00,851,27.8796160206294,49.541526,2.2712277,0.759605160593318
158,2013-08-16 14:43:20+00,851,179.162048521039,49.5414842,2.2711951,0.510881590977792
159,2013-08-16 14:58:15+00,851,23.3132719141038,49.5414831,2.2711964,0.24738633753706
157,2013-08-16 15:13:11+00,851,-26.5654027915874,49.5383911,2.2666345,0.483838816136118
441,2013-08-16 15:28:10+00,851,8.19159793513371,49.5390488,2.2676662,0.291204395571221
659,2013-08-16 15:43:06+00,851,-0.734215985170659,49.5377401,2.2684359,2.67421016376799
406,2013-08-16 15:58:28+00,851,-10.6765901103477,49.5407485,2.2692689,24.9602564089394
158,2013-08-16 16:13:27+00,851,-154.897469866982,49.5416559,2.2695875,0.12
159,2013-08-16 16:28:23+00,851,-26.4578157432912,49.5430278,2.2717073,0.241660919471891
201,2013-08-16 16:43:19+00,851,31.8921042017373,49.5437983,2.2718671,0.611310068623117
174,2013-08-16 16:58:17+00,851,9.05945953313073,49.5599856,2.2719863,0.6500769185258
149,2013-08-16 17:13:11+00,851,-0.257132320741117,49.5600996,2.2721178,0.230217288664427
129,2013-08-16 17:28:09+00,851,144.586419072219,49.5620559,2.266698,3.03819025079076
148,2013-08-16 17:43:06+00,851,8.1515993031207,49.5914959,2.2791552,8.63104281069211
104,2013-08-16 17:58:16+00,851,-26.5874981345765,49.6678885,2.3260374,9.14886878253263
103,2013-08-16 18:13:38+00,851,0.583030892935349,49.7066427,2.3302923,0.03
99,2013-08-16 18:28:39+00,851,45.8218675048272,49.7066685,2.3303191,1.62692962355475
139,2013-08-16 18:43:39+00,851,-13.1759703085137,49.7680824,2.3211426,9.3122285195328
214,2013-08-16 18:58:33+00,851,12.9515332456322,49.8461735,2.3115688,8.16241385865725
97,2013-08-16 19:13:30+00,851,-5.70668981989006,49.9170803,2.2934837,10.3507342734707
56,2013-08-16 19:28:23+00,851,164.78231536329,49.9307637,2.2768063,0.12369316876853
84,2013-08-16 19:43:21+00,851,-29.7791060338813,49.9330219,2.2762634,0.196977156035922
62,2013-08-16 19:58:37+00,851,113.51119633889,49.9324748,2.2726674,0.0640312423743285
61,2013-08-16 20:13:27+00,851,-80.1531935649085,49.9324707,2.2726698,1.55769059828966
55,2013-08-16 20:28:23+00,851,30.8866973733524,49.9324707,2.2726775,1.69814604790047
64,2013-08-16 20:43:19+00,851,90.4901652776948,49.9324263,2.2725883,0.17
65,2013-08-16 20:58:15+00,851,55.4737555429643,49.9324368,2.2726277,0.403112887414928
54,2013-08-16 21:28:19+00,851,-33.9404366857056,49.9324889,2.272612,1.82167505335062
65,2013-08-16 21:58:17+00,851,2.49759053188101,49.9324619,2.2725074,0.150332963783729
60,2013-08-16 22:28:38+00,851,-73.9065650876912,49.9323957,2.2725469,0.0806225774829855
58,2013-08-16 22:58:31+00,851,-34.4768437382086,49.9326642,2.2723543,0.308706980808663
58,2013-08-16 23:28:24+00,851,-165.702605840656,49.9323739,2.2723001,0.869252552484029
59,2013-08-16 23:58:18+00,851,-146.051623891205,49.9323354,2.2722767,2.48809163818377
66,2013-08-17 00:28:07+00,851,-131.32284274123,49.9323392,2.2723316,0.125299640861417
77,2013-08-17 00:58:00+00,851,-74.9896744067914,49.9322713,2.2722299,1.75601822314007
65,2013-08-17 01:27:54+00,851,-146.828208623475,49.9324233,2.2720466,0.14560219778561
59,2013-08-17 01:57:45+00,851,131.932440516705,49.9324247,2.2721145,1.63272777890253
58,2013-08-17 02:28:43+00,851,64.5435812334309,49.9325038,2.2720739,0.774661216274573
40,2013-08-17 02:58:42+00,851,31.2429563145929,49.9325973,2.2721352,2.44131112314674
62,2013-08-17 03:13:45+00,851,30.3719109061541,49.9324423,2.2720134,0.792022726946645
64,2013-08-17 03:28:40+00,851,-124.257394422457,49.9324609,2.2719487,1.61226548682281
62,2013-08-17 03:43:47+00,851,-22.7034351478097,49.9324939,2.2720918,2.4838679514016
63,2013-08-17 03:58:59+00,851,-54.7355836041502,49.9323801,2.2718691,1.78885438199983
129,2013-08-17 04:14:18+00,851,150.273983679321,49.9805381,2.2549747,1.08784190027779
70,2013-08-17 04:29:39+00,851,112.431352624992,49.9805216,2.2546483,0.584636639289739
63,2013-08-17 04:44:53+00,851,5.32646017585953,49.9815924,2.2545292,1.37032842778657
71,2013-08-17 05:00:27+00,851,-56.7190962042623,49.9822107,2.254072,0.854283325366942
74,2013-08-17 05:15:21+00,851,-34.9339904087145,49.9822827,2.2536658,1.89678675659653
71,2013-08-17 05:30:15+00,851,-17.3468174868184,49.9824191,2.2542697,0.817435012707432
70,2013-08-17 05:45:11+00,851,-4.90211799292557,49.9823442,2.2534639,0.282842712474619
73,2013-08-17 06:00:39+00,851,-96.7435662929729,49.9822974,2.2533956,0.312409987036266
65,2013-08-17 06:15:40+00,851,32.0013737818788,49.9824496,2.2535147,1.34736780427617
73,2013-08-17 06:31:03+00,851,-108.408716512833,49.9824295,2.2535174,0.470956473572665
77,2013-08-17 06:46:00+00,851,54.6636539419245,49.984436,2.2484395,2.9860509037858
-138,2013-08-17 07:00:57+00,851,178.740252342477,49.9859246,2.2452769,0.450444225182208
-77,2013-08-17 07:16:02+00,851,128.10792975201,49.9846152,2.2462101,13.3852941693487
76,2013-08-17 07:31:36+00,851,-49.4886677426134,49.9845203,2.2416656,0.327566787083184
112,2013-08-17 07:46:36+00,851,-79.2097651675996,50.0103878,2.2174803,2.69295376863399
123,2013-08-17 08:01:27+00,851,-56.08615778033,50.0097151,2.2167234,3.17044160961845
227,2013-08-17 08:16:23+00,851,152.446803837588,50.0107673,2.2155589,2.34770100310921
389,2013-08-17 08:31:20+00,851,-45.8632900414549,50.0113574,2.2133494,0.612943716828878
373,2013-08-17 08:46:19+00,851,15.0246037083953,50.010444,2.2127724,1.00975244490915
250,2013-08-17 09:01:12+00,851,-150.253645985629,50.0103475,2.2124103,0.30886890422961
244,2013-08-17 09:16:12+00,851,-153.391610360375,50.0101235,2.2142108,0.782943165242535
97,2013-08-17 09:49:51+00,851,-141.380288111131,50.0178947,2.1587955,0.528015151297763
90,2013-08-17 10:04:41+00,851,-96.8743902923798,50.0172788,2.159384,0.236008474424119
86,2013-08-17 10:19:35+00,851,-121.414231281558,50.0159261,2.160867,0.657343137181792
228,2013-08-17 10:34:32+00,851,-107.294211237683,50.0155632,2.1612104,0.254950975679639
84,2013-08-17 10:49:35+00,851,101.196419922002,50.0159803,2.1606358,1.74805606317418
116,2013-08-17 11:04:37+00,851,-30.7837523487055,50.0103107,2.1785451,1.07912001186152
114,2013-08-17 11:20:18+00,851,-129.852364918659,50.0094239,2.1793744,0.053851648071345
124,2013-08-17 11:35:31+00,851,80.5279590492592,50.0092684,2.1802613,12.3914325241273
114,2013-08-17 11:50:57+00,851,-153.290817931395,50.0093687,2.1791836,0.0948683298050514
420,2013-08-17 12:07:06+00,851,131.800206576685,50.0120426,2.1899676,7.08593677646082
123,2013-08-17 12:22:09+00,851,-66.1920531693133,50.0706825,2.1811916,0.166433169770932
174,2013-08-17 12:37:22+00,851,115.129821623727,50.0558503,2.2409207,16.2231747817744
136,2013-08-17 12:52:30+00,851,-34.5860895243136,50.0734024,2.2845971,2.44499488752022
144,2013-08-17 13:07:21+00,851,-84.0571771734041,50.0730931,2.2843646,1.74384632350445
156,2013-08-17 13:22:20+00,851,104.313818949052,50.0736937,2.2848854,1.69
164,2013-08-17 13:37:24+00,851,172.130289435332,50.0733439,2.2848352,2.51453773087619
141,2013-08-17 13:52:57+00,851,-31.4123324664404,50.0733931,2.2844969,0.425440947723653
142,2013-08-17 14:08:26+00,851,58.9541460263793,50.0733954,2.2844956,0.14422205101856
143,2013-08-17 14:23:39+00,851,-18.7739157988607,50.0734022,2.2844932,0.509607692249636
131,2013-08-17 14:38:32+00,851,-63.1590559234819,50.0610282,2.3126797,0.786002544525143
333,2013-08-17 14:53:28+00,851,,50.059118,2.3135762,
123,2013-08-17 15:09:03+00,851,-23.5528980566301,50.0612735,2.3130983,0.528109837060436
133,2013-08-17 15:24:04+00,851,-80.3300577937231,50.0612725,2.3132268,1.16777566338745
138,2013-08-17 15:39:39+00,851,67.7850498022647,50.0616821,2.3125287,0.334215499341368
142,2013-08-17 15:54:33+00,851,-151.108087214265,50.0614686,2.3131712,1.85310550158376
135,2013-08-17 16:09:28+00,851,-32.6695164753959,50.0607629,2.3137208,1.19436175424366
130,2013-08-17 16:24:25+00,851,3.05378223939726,50.0609769,2.3130464,2.90015516826255
125,2013-08-17 16:39:21+00,851,-125.536784602167,50.0604698,2.3128933,1.96010203816026
280,2013-08-17 16:54:17+00,851,-100.735637341481,50.0586464,2.3158243,1.04201727432898
306,2013-08-17 17:09:13+00,851,1.04931005581336,50.061139,2.314125,3.69086710679212
284,2013-08-17 17:24:07+00,851,-167.61478515048,50.0603641,2.313633,0.593632883186233
250,2013-08-17 17:39:04+00,851,-78.1632103116501,50.0599244,2.3134739,1.11251966274758
252,2013-08-17 17:53:59+00,851,-82.9919193055247,50.0598754,2.3134734,0.724223722339996
133,2013-08-17 18:09:26+00,851,-130.0260675498,50.0611716,2.3132801,0.3
122,2013-08-17 18:24:30+00,851,120.017055607973,50.0570657,2.3060081,2.66092089322475
127,2013-08-17 18:39:20+00,851,-97.9229045947447,50.0515018,2.3020606,1.96461192096556
135,2013-08-17 18:54:17+00,851,-134.879647741284,50.0509545,2.3016832,1.02591422643416
146,2013-08-17 19:09:13+00,851,-166.003965265599,49.9590797,2.2755829,8.56512113165949
58,2013-08-17 19:24:09+00,851,122.489766004874,49.9562823,2.2714448,0.0854400374531753
88,2013-08-17 19:39:05+00,851,-59.1942051238636,49.9386585,2.2741021,0.898109124772708
85,2013-08-17 19:54:32+00,851,117.969095664288,49.9386482,2.2742067,0.273130005674953
87,2013-08-17 20:10:03+00,851,162.272540685362,49.9386061,2.2740742,0.0223606797749979
86,2013-08-17 20:24:56+00,851,-66.4953074116302,49.9386011,2.2741191,0.458039299623951
86,2013-08-17 20:39:51+00,851,-38.1431163347836,49.9385755,2.2742282,0.34132096331752
84,2013-08-17 20:54:47+00,851,12.3461526770613,49.938566,2.2741765,1.62003086390352
93,2013-08-17 21:24:40+00,851,77.3322371649892,49.9385236,2.273986,1.29711217710728
82,2013-08-17 21:54:32+00,851,-153.775504481347,49.9385077,2.2739465,1.34825813552153
79,2013-08-17 22:24:26+00,851,155.732991885599,49.9385664,2.2739746,1.12805141726785
84,2013-08-17 22:54:18+00,851,-33.3780619292009,49.9385592,2.2739146,0.735730929076656
76,2013-08-17 23:24:19+00,851,-23.3371061218165,49.938649,2.2739034,1.55653461252874
83,2013-08-17 23:54:38+00,851,-20.6908728088246,49.938537,2.2739423,0.218403296678416
90,2013-08-18 00:24:25+00,851,-75.39955194164,49.938813,2.2739137,0.535350352572967
86,2013-08-18 00:54:17+00,851,157.066694256052,49.9387794,2.2735984,1.38220837792281
97,2013-08-18 01:24:08+00,851,160.607684758694,49.9388773,2.2736062,0.197989898732233
90,2013-08-18 01:54:00+00,851,165.753693952432,49.9388283,2.273701,0.449444101084885
85,2013-08-18 02:24:26+00,851,-19.3932332761557,49.9388142,2.2737051,0.286530975637888
90,2013-08-18 02:54:15+00,851,32.3540229767603,49.9388059,2.2737025,0.740405294416511
90,2013-08-18 03:09:12+00,851,13.7055370948285,49.9388274,2.2736318,1.30698125464752
92,2013-08-18 03:24:07+00,851,169.454870282324,49.9388605,2.2736111,0.114017542509914
91,2013-08-18 03:39:05+00,851,-31.4953574921863,49.9388517,2.2736025,0.245967477524977
103,2013-08-18 03:54:00+00,851,142.380977584962,49.9388223,2.2736832,2.64321773601798
88,2013-08-18 04:08:55+00,851,165.558706973939,49.9387882,2.2738656,2.21921157170739
91,2013-08-18 04:24:01+00,851,152.000061215054,49.9385245,2.274097,1.53003267938956
93,2013-08-18 04:39:19+00,851,-26.544595617678,49.950432,2.2704953,11.4815721919953
97,2013-08-18 04:55:48+00,851,14.4458587497942,49.9870237,2.2588563,13.8596464601374
112,2013-08-18 05:10:57+00,851,174.820695276623,50.0205319,2.239175,2.23394270293578
131,2013-08-18 05:26:35+00,851,120.312910003496,50.0204553,2.2417162,0.587281874401041
125,2013-08-18 05:42:02+00,851,26.3410606704334,50.0205568,2.244328,0.228254244210267
114,2013-08-18 05:56:59+00,851,37.5903867384214,50.0273067,2.2396602,1.43031465069753
119,2013-08-18 06:11:54+00,851,151.05421946629,50.0269157,2.2398219,0.134164078649987
112,2013-08-18 06:26:50+00,851,-41.0606417898734,50.0270802,2.2406315,0.963379468330107
119,2013-08-18 06:41:47+00,851,-18.9206044778383,50.0269854,2.2413512,0.966488489326179
114,2013-08-18 06:56:43+00,851,-65.9702021398183,50.0271664,2.2402284,10.0286838618036
115,2013-08-18 07:11:35+00,851,-80.6809144687958,50.0278405,2.2381699,1.49465715132267
113,2013-08-18 07:26:35+00,851,55.0203960186216,50.0278111,2.2387393,1.15663304466023
114,2013-08-18 07:41:28+00,851,-96.3457144566702,50.0278479,2.2387611,0.668879660327626
152,2013-08-18 07:58:09+00,851,72.3806105024828,50.0529533,2.3021314,14.452117491911
138,2013-08-18 08:14:00+00,851,171.916962478052,50.0609725,2.3090761,0.594390444068543
136,2013-08-18 08:28:55+00,851,-6.64682804449411,50.0617873,2.3080427,2.29836898691224
144,2013-08-18 08:43:53+00,851,43.0274419553985,50.0621182,2.3075199,0.371214223865412
139,2013-08-18 08:58:47+00,851,-171.388805936867,50.0623156,2.3077596,0.388329756778952
133,2013-08-18 09:13:46+00,851,105.804940380232,50.0626687,2.3118544,0.591692487699481
123,2013-08-18 09:28:40+00,851,-4.19792245429031,50.0616009,2.3121229,3.85876923383609
125,2013-08-18 09:43:37+00,851,-122.078814698676,50.0634402,2.3098485,2.56719691492491
135,2013-08-18 09:58:34+00,851,-73.1889871895698,50.0640439,2.3122449,3.97498427669846
146,2013-08-18 10:13:27+00,851,-14.1718769110448,50.0653778,2.3072142,0.0447213595499958
147,2013-08-18 10:28:24+00,851,-96.0755156301874,50.0651244,2.3065489,13.0051220678623
146,2013-08-18 10:43:19+00,851,-74.0290007334705,50.0648361,2.3063551,0.344818792991333
165,2013-08-18 10:58:19+00,851,35.8729252809283,50.0648494,2.3054281,0.317647603485372
144,2013-08-18 11:14:09+00,851,-105.760470966694,50.0639905,2.304605,0.49254441424099
141,2013-08-18 11:44:07+00,851,-59.0368327580984,50.0629443,2.3021832,1.73404152199421
155,2013-08-18 11:59:04+00,851,-164.654509451659,50.0630384,2.3014078,9.41805181552958
138,2013-08-18 12:14:01+00,851,-52.7733025735945,50.0648204,2.2984257,3.87930406129759
144,2013-08-18 12:29:31+00,851,165.74198094631,50.0600198,2.2944585,0.812219182240853
144,2013-08-18 12:44:24+00,851,8.95881914667586,50.061003,2.2940191,1.07517440445725
146,2013-08-18 12:59:21+00,851,-144.492536363796,50.065154,2.3049576,0.51478150704935
177,2013-08-18 13:14:18+00,851,-170.799048825116,50.0634539,2.3285537,2.4328789530102
140,2013-08-18 13:29:16+00,851,-11.0007919529207,50.0593469,2.3040104,8.28283164141346
